1	0	2
1	4	5
1	6	6
1	8	10

8	0	6
8	7	10

9	0	1
9	2	2
9	3	3
9	5	9
9	10	10
9	12	12
9	13	13
9	14	17

10	0	1
10	3	4
10	5	5
10	6	6
10	8	12
10	13	13
10	14	17

11	0	1
11	2	3
11	4	4
11	5	5
11	6	7
11	8	8
11	9	10
11	11	12

12	0	2
12	3	3
12	4	11
12	12	12
12	13	16
12	18	18
12	20	20
12	22	32
12	34	38

13	0	0
13	1	3
13	5	9
13	10	10
13	11	11
13	12	12
13	14	17
13	18	18
13	20	22
13	23	23

14	0	3
14	4	4
14	5	6
14	7	7
14	8	9
14	11	12

15	0	1
15	2	4
15	5	5
15	6	6
15	7	8

16	0	0
16	1	1
16	2	3

17	0	6
17	7	7
17	9	11

18	0	0
18	2	2

19	0	1
19	3	4

20	0	0
20	1	2
20	4	4

21	0	0
21	1	3
21	4	5
21	6	7
21	10	10

22	0	0
22	2	3
22	4	4
22	5	6
22	8	8

23	0	0
23	1	2
23	3	3
23	4	5
23	7	7

24	0	0
24	1	2
24	3	4
24	5	5
24	6	7
24	9	9

25	0	2
25	3	4
25	6	6

26	0	2
26	3	4
26	5	6
26	7	8
26	10	10

27	0	2
27	3	3
27	4	5
27	6	7
27	8	9
27	12	12

28	0	0
28	1	1
28	3	3
28	5	5
28	6	7
28	8	9
28	10	11
28	14	14

29	0	2
29	4	5
29	6	7
29	8	9
29	12	12

30	0	2
30	3	4
30	5	6
30	7	7
30	8	9
30	10	11
30	13	13

31	0	2
31	3	6
31	8	8

32	0	0
32	1	2
32	3	4
32	5	5
32	6	7
32	9	10

33	0	2
33	4	5
33	7	8

34	0	2
34	3	4
34	5	6
34	7	8
34	10	11

35	0	2
35	3	3
35	4	5
35	6	7
35	8	9
35	11	12

36	0	0
36	1	1
36	2	3
36	4	5
36	6	7
36	8	8
36	9	10
36	11	12
36	14	15

37	0	2
37	3	4
37	5	7
37	9	10

38	0	2
38	3	4
38	5	6
38	7	7
38	8	11
38	13	14

39	0	0
39	1	2
39	4	5

40	0	2
40	3	4
40	5	5
40	6	6
40	7	7
40	8	9
40	10	10
40	11	13
40	14	15
40	18	19

41	0	2
41	3	4
41	5	5
41	7	8

42	0	2
42	3	5
42	6	7
42	9	10

43	0	2
43	3	4
43	5	5
43	6	7
43	8	8
43	9	10
43	12	13

44	0	2
44	3	4
44	5	6
44	7	7
44	8	9
44	11	12

45	0	2
45	3	4
45	5	5
45	7	8

46	0	0
46	2	3
46	4	5
46	6	6
46	7	8
46	9	9
46	10	11
